RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Gender_Encoded,Geography_France,Geography_Germany,Geography_Spain,CardType_Encoded,Age_Tenure_Interaction,Salary_Balance_Ratio,Credit_Age_Interaction,Age_Squared,CreditScore_Squared,Tenure_Squared,Age_Group,CreditScore_Category,Has_Balance,Active_Months,Complain_With_Low_Satisfaction,Tenure_Group,CreditScore_StandardScaled,Age_StandardScaled,Tenure_StandardScaled,Balance_StandardScaled,EstimatedSalary_StandardScaled,Point Earned_StandardScaled,Age_Tenure_Interaction_StandardScaled,Salary_Balance_Ratio_StandardScaled,Credit_Age_Interaction_StandardScaled,Age_Squared_StandardScaled,CreditScore_Squared_StandardScaled,Tenure_Squared_StandardScaled,Active_Months_StandardScaled,CreditScore_MinMaxScaled,Age_MinMaxScaled,Tenure_MinMaxScaled,Balance_MinMaxScaled,EstimatedSalary_MinMaxScaled,Point Earned_MinMaxScaled,Age_Tenure_Interaction_MinMaxScaled,Salary_Balance_Ratio_MinMaxScaled,Credit_Age_Interaction_MinMaxScaled,Age_Squared_MinMaxScaled,CreditScore_Squared_MinMaxScaled,Tenure_Squared_MinMaxScaled,Active_Months_MinMaxScaled
40,15585768,Cameron,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,0,5,GOLD,419,1,False,True,False,1,246,2.5312412935917425,23862,1681,338724,36,36-45,Fair,1,6,0,Loyal,-0.7090521233434752,0.1981638321954454,0.3413519501232164,-0.09834889947063385,1.3560603601273575,-0.8300303636733497,0.4001763442272982,-0.6079971352250786,-0.18475486632757038,0.05950731480224638,-0.7467188693690976,0.08339657808352734,1.072306221696123,0.46399999999999986,0.3108108108108108,0.6000000000000001,0.28039065582364536,0.8903973329452962,0.340522133938706,0.27954545454545454,1.2656211304448413e-05,0.2469655767062413,0.1667076167076167,0.3603733333333334,0.36,0.6000000000000001
41,15619360,Hsiao,472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,0,4,DIAMOND,545,1,False,False,True,0,160,70154.22,18880,1600,222784,16,36-45,Poor,0,0,0,Regular,-1.8471974515526692,0.10281024149414371,-0.35020386455104724,-1.2258476714090278,-0.5205574726887156,-0.2722948755828328,-0.2720473764451693,0.583386661719432,-0.8179169949493613,-0.02639641247437176,-1.6696431569765888,-0.5816479042412513,-0.7877756916800193,0.244,0.2972972972972973,0.4,0.0,0.35074669630949756,0.4835414301929626,0.18181818181818182,0.3507842891834647,0.16435630430456988,0.15675675675675674,0.16714,0.16,0.0
42,15738148,Clarke,465,France,Female,51,8,122522.32,1,0,0,181297.65,1,1,5,SILVER,828,0,True,False,False,3,408,1.4796991299288984,23715,2601,216225,64,46-55,Poor,1,0,0,Loyal,-1.919624881529618,1.1516997392084622,1.03290776479748,0.7378308850642105,1.4121157168917053,0.9803967365569789,1.66645823665683,-0.6080149935306698,-0.20343708891034903,1.035203970289761,-1.7218551666576094,1.0144588533382175,-0.7877756916800193,0.22999999999999998,0.445945945945946,0.8,0.48833500486193426,0.9065169223660858,0.8047673098751419,0.4636363636363636,7.398302786297208e-06,0.24452808914240237,0.2797297297297297,0.15620833333333334,0.64,0.0
43,15687946,Osborne,556,France,Female,61,2,117419.35,1,1,1,94153.83,0,0,3,PLATINUM,789,0,True,False,False,2,122,0.8018527452864856,33916,3721,309136,4,56+,Fair,1,2,0,New,-0.9780682918292848,2.105235646221479,-1.0417596792253108,0.6560450295292659,-0.10322823597732225,0.8077643235765808,-0.5690764623237015,-0.608026505373275,1.0930074863748556,2.223008594361518,-0.9822500391269935,-0.9806745936361185,-0.16774838722130514,0.41200000000000003,0.5810810810810811,0.2,0.46799618920973063,0.47075620721778927,0.7604994324631101,0.13863636363636364,4.008943421576498e-06,0.4136764608343835,0.4173218673218673,0.31105999999999995,0.04,0.2
44,15755196,Lavine,834,France,Female,49,2,131394.56,1,0,0,194365.76,1,1,2,GOLD,567,0,True,False,False,1,98,1.4792414599093,40866,2401,695556,4,46-55,Excellent,1,0,1,New,1.8983353558266787,0.9609925578058589,-1.0417596792253108,0.8800272410904766,1.6393570917124016,-0.17491248877337748,-0.7566737797206691,-0.6080150013032646,1.9762826356967036,0.8230960017055188,2.0937927693712535,-0.9806745936361185,-0.7877756916800193,0.9679999999999999,0.4189189189189189,0.2,0.5236969320890407,0.97186371298459,0.5085130533484676,0.11136363636363636,7.39601435015294e-06,0.528918219805001,0.25515970515970515,0.9550933333333333,0.04,0.0
45,15684171,Bianchi,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,0,1,PLATINUM,884,0,False,False,True,2,305,1.0154315875030488,40260,3721,435600,25,56+,Good,1,5,0,Regular,0.09799638211395333,2.105235646221479,-0.004425957213915414,1.2732771981989726,1.0128771271288544,1.2282791757083198,0.861353082828177,-0.6080228781709013,1.89926612627382,2.223008594361518,0.024449090664224116,-0.28237788719510093,0.762292569466766,0.62,0.5810810810810811,0.5,0.6214918176539327,0.7917096582723651,0.8683314415437005,0.34659090909090906,5.076877787494515e-06,0.5188698016846853,0.4173218673218673,0.5218333333333334,0.25,0.5
46,15754849,Tyler,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,0,1,SILVER,296,0,False,True,False,3,128,1.1562328388233716,24832,1024,602176,16,26-35,Excellent,1,4,0,Regular,1.2982223645891036,-0.6600184841162697,-0.35020386455104724,0.5278566871606641,0.45954295093404635,-1.3744864353807589,-0.5221771329744596,-0.6080204869479331,-0.06147761527113979,-0.6372673619969896,1.350454232397064,-0.5816479042412513,0.452278917237409,0.852,0.1891891891891892,0.4,0.4361178277602672,0.6325898123270772,0.20090805902383654,0.14545454545454545,5.7809105160583526e-06,0.26304967831796777,0.08599508599508598,0.7994600000000001,0.16,0.4
47,15602280,Martin,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,1,3,DIAMOND,779,0,False,True,False,0,243,1.0683781142268665,22383,729,687241,81,26-35,Excellent,1,9,0,Loyal,1.8466014772717152,-1.1367864376227783,1.378685672134612,0.5699204753635505,0.3411368974574667,0.7634996022995557,0.37672667955267725,-0.6080219789817989,-0.37272090170124134,-0.9501266156587471,2.027602365270371,1.5797466633142794,2.0023471783841944,0.9580000000000001,0.12162162162162166,0.9,0.4465784095845449,0.5985403105996623,0.7491486946651532,0.2761363636363636,5.341620375559619e-06,0.22244146713537177,0.049754299754299756,0.941235,0.81,0.9
48,15771573,Okagbue,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,1,1,SILVER,730,0,False,True,False,3,351,0.8532987823987558,24843,1521,405769,81,36-45,Fair,1,9,1,Loyal,-0.13997945923887817,0.0074566507928420294,1.378685672134612,0.983389912427009,0.3048737013667674,0.5466024680421324,1.2209146078390318,-0.6080256316669378,-0.06007962582616996,-0.11017906006514748,-0.2130164468863975,1.5797466633142794,2.0023471783841944,0.574,0.2837837837837838,0.9,0.5494015518412276,0.5881122647212809,0.6935300794551646,0.39886363636363636,4.2661832794776765e-06,0.26323207534655435,0.14705159705159704,0.472115,0.81,0.9
49,15766205,Yin,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,0,3,DIAMOND,960,1,False,True,False,0,76,0.8789635174274932,20900,1444,302500,4,36-45,Poor,1,2,0,New,-1.040148946095241,-0.08789693990845966,-1.0417596792253108,0.431217227706301,-0.16018938579165296,1.5646910574137107,-0.9286379873345562,-0.6080251958035965,-0.5611952968730831,-0.19184062797008078,-1.0350749966271082,-0.9806745936361185,-0.16774838722130514,0.4,0.27027027027027034,0.2,0.4120851617483418,0.454376142921649,0.9545970488081725,0.08636363636363636,4.394511779833425e-06,0.19785103137228893,0.1375921375921376,0.3,0.04,0.2
50,15771873,Buccho,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,0,1,SILVER,268,0,False,True,False,3,74,1.870470352669581,28712,1369,602176,4,36-45,Excellent,1,0,0,New,1.2982223645891036,-0.18325053060976135,-1.0417596792253108,0.4372729105057929,1.6347204885477364,-1.4984276549564295,-0.9442710971176368,-0.6080083570759911,0.43163138895458253,-0.27138111618917166,1.350454232397064,-0.9806745936361185,-0.7877756916800193,0.852,0.25675675675675674,0.2,0.4135911118334939,0.9705303856518297,0.16912599318955732,0.08409090909090909,9.352232368673304e-06,0.3273860847648737,0.12837837837837837,0.7994600000000001,0.04,0.0
51,15616550,Chidiebele,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,0,4,SILVER,829,1,False,True,False,3,440,1.7020601752924887,30712,1936,487204,100,36-45,Good,1,0,0,Loyal,0.49117385913167494,0.48422460429935044,1.7244635794717436,0.6391207231492967,1.7035816271473465,0.9848232086846814,1.9165879931861203,-0.608011217180432,0.6858112880400065,0.32994497474715534,0.43523557451532796,2.2115389215228194,-0.7877756916800193,0.6960000000000001,0.35135135135135137,1.0,0.4637873887361997,0.9903324767515297,0.8059023836549376,0.5,8.510149819087322e-06,0.3605491808715262,0.198034398034398,0.6078399999999999,1.0,0.0
52,15768193,Trevisani,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,0,3,SILVER,665,1,False,True,False,3,180,0.5917384750099571,21060,1296,342225,25,36-45,Fair,1,0,0,Regular,-0.6780117962104972,-0.27860412131106305,-0.004425957213915414,1.1149271191851775,-0.23763234405007433,0.258881779741469,-0.11571627861436291,-0.6080300737369387,-0.5408609049462493,-0.34880052472242007,-0.7188496445035307,-0.28237788719510093,-0.7877756916800193,0.46999999999999986,0.24324324324324326,0.5,0.5821127215436356,0.43210621614364175,0.619750283768445,0.20454545454545453,2.95833256673083e-06,0.20050407906082113,0.1194103194103194,0.3662083333333333,0.25,0.0
53,15683553,O'Brien,788,France,Female,33,5,0.0,2,0,0,116978.19,0,0,3,GOLD,982,0,True,False,False,1,165,116978.19,26004,1089,620944,25,26-35,Excellent,0,0,0,Regular,1.4223836731210155,-0.5646648934149681,-0.004425957213915414,-1.2258476714090278,0.2936645775819838,1.6620734442231662,-0.2329646019874677,1.3785965868645689,0.0874718055929186,-0.5683322722071109,1.4998542930303,-0.28237788719510093,-0.7877756916800193,0.876,0.2027027027027027,0.5,0.0,0.584888906890608,0.9795686719636776,0.1875,0.5849129425311153,0.2824832526364662,0.09398034398034397,0.83074,0.25,0.0
54,15702298,Parkhill,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,1,3,SILVER,343,1,False,True,False,3,328,1.3064436115201798,26855,1681,429025,64,36-45,Good,1,0,0,Loyal,0.04626250355898996,0.1981638321954454,1.03290776479748,0.7865476864126004,1.1120387734559636,-1.1664422453787409,1.0411338453336043,-0.6080179359233764,0.19562535265376646,0.05950731480224638,-0.027890284797387536,1.0144588533382175,-0.7877756916800193,0.61,0.3108108108108108,0.8,0.5004500831393337,0.8202251315000582,0.2542565266742338,0.3727272727272727,6.531992620583315e-06,0.2965941500298468,0.1667076167076167,0.510875,0.64,0.0
55,15569590,Yoo,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,1,2,DIAMOND,225,1,False,True,False,0,42,0.4062547463509445,25242,1764,361201,1,36-45,Fair,1,0,1,New,-0.5124633848346144,0.2935174228967471,-1.3875375865624426,0.3527539521024455,-1.0446525657628767,-1.6887659564476376,-1.194400853646927,-0.6080332238009333,-0.009370735958627897,0.14753212176470695,-0.5677938287226116,-1.0804312659848354,-0.7877756916800193,0.5019999999999999,0.3243243243243243,0.1,0.3925726178306101,0.20003500334281923,0.12031782065834282,0.04772727272727272,2.0308790507466955e-06,0.2698481130198315,0.1769041769041769,0.397835,0.01,0.0
56,15760861,Phillipps,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,0,5,SILVER,657,1,True,False,False,3,43,0.9057411168112685,26617,1849,383161,1,36-45,Fair,1,1,0,New,-0.3262214220367463,0.38887101359804876,-1.3875375865624426,0.7809373969674327,0.23162583954352245,0.22347000271984885,-1.1865842987553867,-0.6080247410405167,0.16537794466260103,0.23767800841300993,-0.39298429486147224,-1.0804312659848354,-0.4777620394506622,0.5379999999999999,0.3378378378378379,0.1,0.49905489515683443,0.567048703151151,0.6106696935300795,0.04886363636363636,4.52840481119335e-06,0.29264774159315515,0.18734643734643733,0.43443499999999996,0.01,0.1
57,15630053,Tsao,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,0,2,PLATINUM,221,1,True,False,False,2,225,0.6812442615437797,29520,2025,430336,25,36-45,Good,1,0,0,Regular,0.05660927926998263,0.5795781950006521,-0.004425957213915414,0.8234489825909674,-0.22575565652582366,-1.7064718449584475,0.23602869150495148,-0.608028553663143,0.5343200681850938,0.4243330207671432,-0.017454251150212954,-0.28237788719510093,-0.7877756916800193,0.612,0.36486486486486486,0.5,0.5096268369360644,0.43552154230729034,0.11577752553916007,0.2556818181818182,3.4058783273313548e-06,0.3407839755919613,0.20896805896805895,0.5130600000000001,0.25,0.0
58,15647091,Endrizzi,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,0,2,PLATINUM,406,1,False,True,False,2,0,0.601057199179857,13775,361,525625,0,18-25,Good,1,0,0,New,0.7705368033284771,-1.8996151632331917,-1.7333154938995745,-0.009579231263980102,-0.947291724355257,-0.8875745013334824,-1.5226961590916204,-0.6080299154773561,-1.4667111873649057,-1.340405277853753,0.7410806155207396,-1.1136834901010744,-0.7877756916800193,0.7499999999999999,0.013513513513513542,0.0,0.3024662324053563,0.22803262711588954,0.32576617480136205,0.0,3.0049279395882975e-06,0.07970750149233932,0.004545454545454547,0.671875,0.0,0.0
59,15623944,T'ien,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,1,5,SILVER,549,0,False,False,True,3,264,1643.11,33726,4356,261121,16,56+,Poor,0,0,0,Regular,-1.443673198823955,2.5820035997279875,-0.35020386455104724,-1.2258476714090278,-1.7118972170658242,-0.2545889870720227,0.5408743322750239,-0.5801352407316039,1.0688603959617402,2.8964513946164874,-1.3644667863192799,-0.5816479042412513,-0.7877756916800193,0.32199999999999995,0.6486486486486487,0.4,0.0,0.008158429129981912,0.48808172531214533,0.3,0.008215858449104692,0.41052596670425157,0.4953316953316953,0.231035,0.16,0.0
60,15804771,Velazquez,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,0,4,PLATINUM,954,1,True,False,False,2,204,1.1496392452414683,31314,2601,376996,16,46-55,Fair,1,4,0,Regular,-0.3779553005917097,1.1516997392084622,-0.35020386455104724,-0.5737700038102944,-0.9270938782937008,1.5381322246474958,0.07188103878260477,-0.6080205989267137,0.762319437664719,1.035203970289761,-0.44205992219543966,-0.5816479042412513,0.452278917237409,0.5279999999999999,0.445945945945946,0.4,0.16216113881137956,0.23384083179943682,0.9477866061293985,0.2318181818181818,5.747941308491102e-06,0.3705312727996286,0.2797297297297297,0.42416000000000004,0.16,0.4
61,15651280,Hunter,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,0,4,GOLD,823,1,False,True,False,1,175,0.6174982098233206,25970,1225,550564,25,26-35,Good,1,0,0,Regular,0.9464319904153525,-0.3739577120123647,-0.004425957213915414,0.9675743614357466,-0.27093228051997187,0.9582643759184664,-0.1547990530720645,-0.6080296362602191,0.0831507473084664,-0.42409885356982613,0.9396040656556647,-0.28237788719510093,-0.7877756916800193,0.7839999999999999,0.22972972972972977,0.5,0.5454684808481405,0.422530301643807,0.7990919409761634,0.19886363636363635,3.0871360838705637e-06,0.28191948000265304,0.11068796068796069,0.7134400000000001,0.25,0.0
62,15773469,Clark,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,0,5,DIAMOND,769,0,False,True,False,0,243,0.8304005753828467,18549,729,471969,81,26-35,Good,1,0,0,Loyal,0.3773593263107555,-1.1367864376227783,1.378685672134612,1.215543865966245,0.45914926395666855,0.7192348810225305,0.37672667955267725,-0.608026020546426,-0.8599837682479989,-0.9501266156587471,0.3139594703088407,1.5797466633142794,-0.7877756916800193,0.674,0.12162162162162166,0.9,0.6071344743995462,0.6324766015154447,0.7377979568671964,0.2761363636363636,4.151687939319409e-06,0.1588678118989189,0.049754299754299756,0.5824483333333332,0.81,0.0
63,15702014,Jeffrey,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0,5,PLATINUM,481,1,False,False,True,2,33,3.187945623919399,18315,1089,308025,1,26-35,Fair,1,0,0,New,-0.9884150675402774,-0.5646648934149681,-1.3875375865624426,-0.3269722412061958,1.3686515616931476,-0.5555890917557937,-1.26474984767079,-0.6079859824372786,-0.8897228164409935,-0.5683322722071109,-0.9910940005167806,-1.0804312659848354,-0.7877756916800193,0.41000000000000003,0.2027027027027027,0.1,0.2235357391520996,0.8940181287312938,0.41089670828603864,0.0375,1.5939856422689877e-05,0.15498772965444058,0.09398034398034397,0.30920833333333336,0.01,0.0
64,15751208,Pirozzi,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,0,4,SILVER,903,1,False,False,True,3,448,1.2628723629163736,38304,3136,467856,64,56+,Good,1,8,0,Loyal,0.3463189991777775,1.6284676927149706,1.03290776479748,0.03560054743720522,-0.012031099781775616,1.3123821461346674,1.9791204323184428,-0.6080186758924423,1.6506781849682755,1.6025927862526093,0.2812185043356683,1.0144588533382175,1.6923335261548371,0.668,0.5135135135135136,0.8,0.31370171052318496,0.49698136172004426,0.8898978433598184,0.509090909090909,6.314128185758911e-06,0.4864362936923792,0.34545454545454546,0.5755933333333334,0.64,0.8
65,15592461,Jackson,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,0,3,PLATINUM,882,1,False,True,False,2,104,0.8504434063035502,15678,676,363609,16,26-35,Fair,1,4,0,Regular,-0.4917698334126291,-1.23214002832408,-0.35020386455104724,0.5237736209156963,-0.1260627762252652,1.2194262314529147,-0.7097744503714272,-0.608025680159695,-1.224859013385125,-1.0063352273335713,-0.5486252787436671,-0.5816479042412513,0.452278917237409,0.5059999999999999,0.10810810810810811,0.4,0.4351024354151122,0.4641897801240018,0.866061293984109,0.11818181818181818,4.251905862164032e-06,0.11126218743781918,0.04324324324324324,0.4018483333333333,0.16,0.4
66,15789484,Hammond,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,1,5,GOLD,379,0,False,True,False,1,216,0.16344555098595406,27036,1296,564001,36,36-45,Excellent,1,6,0,Loyal,1.0395529718142866,-0.27860412131106305,0.3413519501232164,1.496059620393335,-1.2577791147705282,-1.0070892487814502,0.1656796974810886,-0.6080373474214225,0.21862863352099732,-0.34880052472242007,1.046567440268239,0.08339657808352734,1.072306221696123,0.8019999999999999,0.24324324324324326,0.6000000000000001,0.6768941923790652,0.13874715035285867,0.29511918274687854,0.24545454545454545,8.167874235046698e-07,0.29959541022749886,0.1194103194103194,0.735835,0.36,0.6000000000000001
67,15696061,Brownless,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,1,3,PLATINUM,469,0,False,True,False,2,34,1.0865602705550228,19754,1156,337561,1,26-35,Fair,1,0,0,New,-0.7193988990544679,-0.4693113027136664,-1.3875375865624426,0.4030361211700456,0.17982435403694502,-0.6087067572882239,-1.2569332927792496,-0.6080216701948428,-0.7068403790490311,-0.4972761027313897,-0.7559767695458055,-1.0804312659848354,-0.7877756916800193,0.46199999999999986,0.21621621621621623,0.1,0.4050769776685028,0.5521523805523427,0.3972758229284904,0.038636363636363635,5.432534575617148e-06,0.17884857730317705,0.1022113022113022,0.358435,0.01,0.0
68,15641582,Chibugo,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,1,3,PLATINUM,683,1,False,True,False,2,430,1.5966201283785546,31605,1849,540225,100,36-45,Good,1,10,0,Loyal,0.8740045604384039,0.38887101359804876,1.7244635794717436,0.748371754269159,1.6794825587635858,0.33855827804011424,1.8384224442707169,-0.6080130078652419,0.7993026129816482,0.23767800841300993,0.8573018903100217,2.2115389215228194,2.3123608306135512,0.7699999999999999,0.3378378378378379,1.0,0.4909563480535065,0.9834024149306257,0.6401816118047673,0.4886363636363636,7.982929760795116e-06,0.3753565032831465,0.18734643734643733,0.6962083333333333,1.0,1.0
69,15638424,Glauert,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,1,1,GOLD,770,0,False,True,False,1,175,0.7540600184984024,23135,1225,436921,25,26-35,Good,1,5,1,Regular,0.10834315782494601,-0.3739577120123647,-0.004425957213915414,1.1898468010272087,0.23590979377262114,0.723661353150233,-0.1547990530720645,-0.6080273170355646,-0.27714925964512194,-0.42409885356982613,0.034964727924268066,-0.28237788719510093,0.762292569466766,0.622,0.22972972972972977,0.5,0.6007440311721783,0.5682806207992863,0.7389330306469921,0.19886363636363635,3.769970802153025e-06,0.23491079127147313,0.11068796068796069,0.524035,0.25,0.5
70,15755648,Pisano,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,0,5,SILVER,985,0,True,False,False,3,168,0.18503824069426292,14175,441,455625,64,18-25,Good,1,0,0,Loyal,0.25319801777884343,-1.7089079818305883,1.03290776479748,0.35079127235539426,-1.4239372771449408,1.6753528606062738,-0.20951493731284673,-0.6080369807134913,-1.415875207547821,-1.255562090420056,0.18385532543514022,1.0144588533382175,-0.7877756916800193,0.65,0.040540540540540515,0.8,0.39208453121345005,0.09096578723268071,0.9829738933030647,0.1909090909090909,9.247549316753787e-07,0.08634012071366984,0.014373464373464373,0.5552083333333333,0.64,0.0
71,15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,1,4,GOLD,725,1,False,True,False,1,116,0.21214665601566665,42804,3364,544644,4,56+,Good,1,0,0,New,0.9050448875713819,1.8191748741175742,-1.0417596792253108,0.9177050506915502,-1.2470761847980885,0.5244701074036199,-0.6159757916729434,-0.6080365203321755,2.2225829579104794,1.8443958704386456,0.8924787268369969,-0.9806745936361185,-0.7877756916800193,0.7759999999999999,0.5405405405405406,0.2,0.5330667921784499,0.14182494428217893,0.6878547105561862,0.1318181818181818,1.0603021049199598e-06,0.5610532599323473,0.37346437346437344,0.7035733333333334,0.04,0.0
